track_id,track_name,artists,artist_ids,album,release_date,popularity,duration_ms,preview_url,spotify_url,mood_label,search_query,tags,source_type,source_id,source_name,data_origin
6SsRuedEcDGsfLGCvSU520,Sea of Thoughts,HIJU,6GRpgMRDwjOkxFBzCGLeUz,Sea of Thoughts,2025-10-16,,174159,,https://open.spotify.com/track/6SsRuedEcDGsfLGCvSU520,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
1L4asYa5Tgvzv0XbUGb5pk,Bring The Pain,Method Man,4VmEWwd8y9MCLwexFMdpwt,New York: Chasing Victory,2026-06-10,,190705,,https://open.spotify.com/track/1L4asYa5Tgvzv0XbUGb5pk,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
3dI01AbM60xxhOM69S8RHv,Vampiro Apocalypto,"SeYSMIC, Ryan Lucas",2VzfvfrqPvQUGWHmevpnFY|1Q6jzRodf50ppvdk8kxJcL,Comeback,2019-08-15,,218181,,https://open.spotify.com/track/3dI01AbM60xxhOM69S8RHv,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
1bPx5kO4Vna9dj9ksC0pwU,Vampiro Apocalypto,Ryan Lucas,1TQHmxSwTl1urabD9RhoPB,Vampiro Apocalypto,2022-11-06,,330240,,https://open.spotify.com/track/1bPx5kO4Vna9dj9ksC0pwU,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
0ID8tCK3X4FrlXEo4E9fUv,I Guess It's Time to Wake Up,Joey Pecoraro,44insiIQApkRaCMIbuaISJ,Deep in a Dream of You,2019-03-20,,133953,,https://open.spotify.com/track/0ID8tCK3X4FrlXEo4E9fUv,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
1I2J9P4LdUFUKw4nRl0cLv,Ankle-Deep,"Riinholm, c l a v a, Bristic",5flDUVulq96s80JSNPgrmb|3XRS2Fy3r8HCYVocxnVPuX|6nucq5WFnj2FDM5uUJf9eY,Drive Slowly,2020-09-25,,91477,,https://open.spotify.com/track/1I2J9P4LdUFUKw4nRl0cLv,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
4CJEt8HSFmbamQ7wxjAiRc,Deep Focus Instrumentals,DEEP HOUSE SCHEMA,6f4dctNZ6uKOUm6XPhqgkH,"Melodic Deep House 2026,",2026-04-02,,269978,,https://open.spotify.com/track/4CJEt8HSFmbamQ7wxjAiRc,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
58KsBmTVIUrBrcSk601O4A,Deep Focus Instrumentals,DEEP FOCUS,5oXnPWTrUOIGHUGMtg9JAw,Focus Flow,2026-01-27,,186000,,https://open.spotify.com/track/58KsBmTVIUrBrcSk601O4A,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
4DjubuMZwucNus2wgLR16C,Deep Work Vibes,AlphaFocus One,2UukiIkCkm7qdwXUcmPGy3,Unlock Billionaire Focus — Luxury Ambient Music for Deep Work,2025-10-15,,212439,,https://open.spotify.com/track/4DjubuMZwucNus2wgLR16C,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
0AyOJ5AordGj1Udj7j5TLR,Chillhop Work Music – Focus Instrumental for Productive Study Sessions,"Instrumentals For Studying, Focus Music For Work",0BR3UXbxvFl7NZBibCslW7|24VNqrVW396hr6xKmBzxDG,Deep Focus Beats for Work and Study,2026-04-24,,153240,,https://open.spotify.com/track/0AyOJ5AordGj1Udj7j5TLR,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
3gCTac7qBSjbNzJNqtgIsa,Upbeat Focus Music – Energetic Lofi Instrumental for Work and Productivity,"Instrumentals For Studying, Focus Music For Work",0BR3UXbxvFl7NZBibCslW7|24VNqrVW396hr6xKmBzxDG,Deep Focus Beats for Work and Study,2026-04-24,,137560,,https://open.spotify.com/track/3gCTac7qBSjbNzJNqtgIsa,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
2vWiRBk4XmnF3qDI3ZzPp6,Daylight Focus Music – Bright Lofi Instrumental for Work and Studying,"Instrumentals For Studying, Focus Music For Work",0BR3UXbxvFl7NZBibCslW7|24VNqrVW396hr6xKmBzxDG,Deep Focus Beats for Work and Study,2026-04-24,,110080,,https://open.spotify.com/track/2vWiRBk4XmnF3qDI3ZzPp6,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
71YXdjn5jd3TXGGOZs6s5a,Sacred Confessions,alex cervera,4qGVuPQjIWf3lyD8GRY4S8,Sacred Confessions,2025-08-04,,200457,,https://open.spotify.com/track/71YXdjn5jd3TXGGOZs6s5a,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
0QLlPLcI7Hf1ZHJ3P05lTb,Sacred Confessions,alex cervera,4qGVuPQjIWf3lyD8GRY4S8,Summer Memories,2025-08-07,,200457,,https://open.spotify.com/track/0QLlPLcI7Hf1ZHJ3P05lTb,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
3GHdoZwhTyxoRn1hOE8pgq,Virgo,Emblems,22a2rglAwE9NmkmB1cBytN,Everything Is Strange,2022,,240813,,https://open.spotify.com/track/3GHdoZwhTyxoRn1hOE8pgq,stressed,deep focus instrumental,"stressed,deep focus instrumental",search,deep focus instrumental,deep focus instrumental,search
6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,TV Girl,0Y6dVaC9DZtPNH4591M42W,French Exit,2014-06-05,,213920,,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
6E6bkE3ptdYMsFm7R36wtV,Lovebird,Malcolm Todd,7eKkW1zo5uzW8kUntiiBvz,Shower Shoes,2023-03-24,,136173,,https://open.spotify.com/track/6E6bkE3ptdYMsFm7R36wtV,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
3vxvz0JoRDvnx2jG9oPljA,Love You Anyway,The Marías,2sSGPbdZJkaSE2AbcGOACx,Submarine,2024-05-31,,237133,,https://open.spotify.com/track/3vxvz0JoRDvnx2jG9oPljA,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
4AgFXIVT7hVhBZ5DEOaLu3,tiny love,Thịnh Suy,2xK6qcvfXuFFbU0NL95aeo,Tiny Things,2021-12-05,,158400,,https://open.spotify.com/track/4AgFXIVT7hVhBZ5DEOaLu3,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
0UDEtLcKGBU73D15u5g1r3,Difficult Love,Malcolm Todd,7eKkW1zo5uzW8kUntiiBvz,Do That Again,2026-06-05,,153853,,https://open.spotify.com/track/0UDEtLcKGBU73D15u5g1r3,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
2AAK63kYqgxtI4aqvOVQRW,LOVE YOU LESS,Joji,3MZsBdqDrRTJihTHQrO6Dq,Piss In The Wind (Deluxe),2026-06-04,,201186,,https://open.spotify.com/track/2AAK63kYqgxtI4aqvOVQRW,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
4Egqw4G2svWMRtc3MlYLb7,Difficult Love,Malcolm Todd,7eKkW1zo5uzW8kUntiiBvz,Do That Again,2026-06-03,,153853,,https://open.spotify.com/track/4Egqw4G2svWMRtc3MlYLb7,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
6BjDS1tNSBjposp5j9a3g4,Loverboy,A-Wall,56OjNTX2bkrdGcB0staUOV,Helios,2021-08-27,,224520,,https://open.spotify.com/track/6BjDS1tNSBjposp5j9a3g4,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
2K6ysdzNIBll0iIheIuM0K,Love Like Joji,EREN,1CmpPe389rlcewV0pAmxyq,Love Like Joji,2022-10-18,,162230,,https://open.spotify.com/track/2K6ysdzNIBll0iIheIuM0K,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
19UHihdNXBwYEMcD3fw2s7,Love 1216,Thịnh Suy,2xK6qcvfXuFFbU0NL95aeo,Love 1216,2020-03-14,,162660,,https://open.spotify.com/track/19UHihdNXBwYEMcD3fw2s7,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
5bhTUxSNkAZ4H3uFjSJRTY,LOVE YOU LESS,Joji,3MZsBdqDrRTJihTHQrO6Dq,LOVE YOU LESS,2026-01-02,,201186,,https://open.spotify.com/track/5bhTUxSNkAZ4H3uFjSJRTY,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
1sM0WUam5JY0Q0FRKme5JE,Love U So,"WEAN, Tùng",30eFAXoU2kTjJPf2cq80B8|1TdtsDVivxc6PpkQdNuXdR,LAVIE,2020-12-18,,239250,,https://open.spotify.com/track/1sM0WUam5JY0Q0FRKme5JE,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
4eFV1LfWlYCVJnPTuSo3db,LOVE YOU LESS,Joji,3MZsBdqDrRTJihTHQrO6Dq,Piss In The Wind,2026-02-06,,201186,,https://open.spotify.com/track/4eFV1LfWlYCVJnPTuSo3db,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
0MJ5wKsPEeihONNfugHGy7,Tip Toe,HYBS,4mr4X9nJC8DPlNukWbgAaI,Tip Toe,2023-06-20,,224725,,https://open.spotify.com/track/0MJ5wKsPEeihONNfugHGy7,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
0No0rqyK0KIsesiwrnnhaf,GRIEF IS THE PRICE YOU PAY FOR LOVE,Phùng Khánh Linh,23Gbd21nBxC1kCtcG2Cd0C,GIỮA MỘT VẠN NGƯỜI,2025-10-18,,162819,,https://open.spotify.com/track/0No0rqyK0KIsesiwrnnhaf,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
2XUx8PCXGpP1XhZJMGiUol,Chest Pain (I Love),Malcolm Todd,7eKkW1zo5uzW8kUntiiBvz,Malcolm Todd,2025-04-04,,200826,,https://open.spotify.com/track/2XUx8PCXGpP1XhZJMGiUol,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
6YkSdEHAH7AY5usEYC4lxV,Love Is remake,thonkg.ptt,1xKRnnSfMdWxHWTj3n0iYG,Love Is remake,2025-10-22,,268887,,https://open.spotify.com/track/6YkSdEHAH7AY5usEYC4lxV,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
7qWsed94aNtkX9Q3tC5png,lovegame,"Dhalice, Lil Liem",2XJRdEuuB9qpuft8WRJQyO|5WtJZwEnoNM2Te1jh6Uftx,lovegame,2025-11-01,,169077,,https://open.spotify.com/track/7qWsed94aNtkX9Q3tC5png,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
2rd4FH1cSaWGc0ZiUaMbX9,Lover Boy,Phum Viphurit,5mqguTgtaoCMNMZD6txCh6,Lover Boy,2018-03-22,,236727,,https://open.spotify.com/track/2rd4FH1cSaWGc0ZiUaMbX9,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
3dTH9e5s7Zd6ofp9j4CUOl,Love Me More,The Sheep,6IBIzIFj0W756sS7OITld5,Love Me More,2019-07-28,,210461,,https://open.spotify.com/track/3dTH9e5s7Zd6ofp9j4CUOl,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
7j8Cn6JwRm76xGvnuLpBG0,LOVER BOY,"kidsai, WHENITSASUNNIDAY, Ashdread",6kkA6laUMR0hzML9YY98CQ|3Hw8laObefIk5NMDmXMMsn|67IgfydqKPeXNH04FOBVgP,YẾT,2025-11-13,,206060,,https://open.spotify.com/track/7j8Cn6JwRm76xGvnuLpBG0,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
3iBgrkexCzVuPy4O9vx7Mf,Glue Song,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,Glue Song,2023-02-14,,135066,,https://open.spotify.com/track/3iBgrkexCzVuPy4O9vx7Mf,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
7EAMXbLcL0qXmciM5SwMh2,Heart To Heart,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,Here Comes The Cowboy,2019-05-10,,211140,,https://open.spotify.com/track/7EAMXbLcL0qXmciM5SwMh2,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
4GbC8vjRxlWjKEMaqxRdBc,Love Note,Ayingel,6tzWQvAOUWHYf0ch4Si1y0,Love Note,2024-03-10,,107183,,https://open.spotify.com/track/4GbC8vjRxlWjKEMaqxRdBc,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
7aJDtyNcnlx8a1P60uqmNn,Love Costs,Love Spells,5iiqhuffUTPEOjAUDj19IW,Love Costs,2024-06-21,,195056,,https://open.spotify.com/track/7aJDtyNcnlx8a1P60uqmNn,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
4hLJP370YkD0WdOOmSPwHT,Love Again,Kani,1tBCub2evxGX1rUso7eveJ,Love Again,2025-07-09,,194026,,https://open.spotify.com/track/4hLJP370YkD0WdOOmSPwHT,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
2qkb3hhx8iCBvYzX9SvVxj,Lovesong,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,Beatopia,2022-07-15,,245426,,https://open.spotify.com/track/2qkb3hhx8iCBvYzX9SvVxj,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
5c2DHFHR2NEAGuFbMh07YY,Healing Love,"kind, Nhà Thơ Xuân Diệu",6aXDYjWfRYdzZbgdTtaB0u|4PSb2CZzdz9jl7gJfInZg3,Năm Thương,2023-10-25,,101559,,https://open.spotify.com/track/5c2DHFHR2NEAGuFbMh07YY,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
6SOJwznM9EuhsspI20Xk0Z,Lovebomb,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,(((((ultraSOUND))))),2025-11-14,,200280,,https://open.spotify.com/track/6SOJwznM9EuhsspI20Xk0Z,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
5rc7178sa2YRDlBFBHY0e8,Stephanie,Nafeesisboujee,59oBQlP5xoa5cfPkonNNnT,Stephanie,2023-09-15,,126969,,https://open.spotify.com/track/5rc7178sa2YRDlBFBHY0e8,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
4S4QJfBGGrC8jRIjJHf1Ka,Pain,PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,to hell with it,2021-10-15,,98544,,https://open.spotify.com/track/4S4QJfBGGrC8jRIjJHf1Ka,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
3oNQ6NkihVzQkV5qhk2Pbe,Something About You,"Eyedress, Dent May",3XxNRirzbjfLdDli06zMaB|34me8hAxavRmcDIwhxa3b7,Mulholland Drive,2021-08-27,,153312,,https://open.spotify.com/track/3oNQ6NkihVzQkV5qhk2Pbe,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
3SRjttWCWcb3753jR0QKKB,Love Potions - 6arelyhuman Remix,"BJ Lips, 6arelyhuman, princess paparazzi",22jHNXFZFhbCjUcEAm5xl9|1oYXEVbGh1L7EWGm9C68cN|2avrAiKHyEOuZq92O1yIxV,Love Potions (6arelyhuman Remix),2024-08-14,,188821,,https://open.spotify.com/track/3SRjttWCWcb3753jR0QKKB,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
6ViqtkM867K3qpSUfIpTN5,LOVE YOU LESS,Joji,3MZsBdqDrRTJihTHQrO6Dq,Piss In The Wind,2026-02-11,,201186,,https://open.spotify.com/track/6ViqtkM867K3qpSUfIpTN5,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
5h9hkYIBWTZYFRmF6Iz1gt,Love/Paranoia,Tame Impala,5INjqkS1o8h1imAzPqGZBb,Currents,2015-07-17,,185773,,https://open.spotify.com/track/5h9hkYIBWTZYFRmF6Iz1gt,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
1WKafez8TM4dVYlSsxi6dS,Always Love featuring Hyunjin (Stray Kids),"d4vd, Hyunjin",5y8tKLUfMvliMe8IKamR32|0ymFDpsRImjK673AGgFBcg,Always Love featuring Hyunjin (Stray Kids),2025-06-27,,198472,,https://open.spotify.com/track/1WKafez8TM4dVYlSsxi6dS,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
6rIsZ4WR4aENaUXOcLEfR0,Lovefield,underscores,7HfUJxeVTgrvhk0eWHFzV7,U,2026-03-20,,232394,,https://open.spotify.com/track/6rIsZ4WR4aENaUXOcLEfR0,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
3XCpEFU4uXsBq5WmVQQKC9,Loverboy,The Marías,2sSGPbdZJkaSE2AbcGOACx,"Superclean, Vol. II",2018-09-28,,73235,,https://open.spotify.com/track/3XCpEFU4uXsBq5WmVQQKC9,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
6xo6pmFkJr3TLpbYdTnYbz,Love That You Try,"Vansire, BERÜ",6ft7JnxMyZhp7N52qzHymY|6MJDfhOinaFsdoh73Wnvi7,Taking Solace,2026-06-05,,168292,,https://open.spotify.com/track/6xo6pmFkJr3TLpbYdTnYbz,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
2mIrfke7vosXAEWfz6ucyo,Lovesong - Remastered,The Cure,7bu3H8JO7d0UbMoVzbo70s,Disintegration (Deluxe Edition),1989-05-02,,208266,,https://open.spotify.com/track/2mIrfke7vosXAEWfz6ucyo,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
5xA5MggKc3aQxuOzNzPUWB,Apple Cider,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,Loveworm,2019-04-26,,178918,,https://open.spotify.com/track/5xA5MggKc3aQxuOzNzPUWB,romantic,genre:indie love,"romantic,genre:indie love",search,genre:indie love,genre:indie love,search
78qgfGQXLCxLcJRShFeAyk,Mở Lòng Vì Ai - Thazh x Đông Remix,"Inso, Thazh, Đông",3ODn1j8mbpExTD0Krkio62|5wS0UASd1414G9lpEetQHB|6oAI2yPQe2rJI5WBxMJBPI,Mở Lòng Vì Ai (Thazh x Đông Remix),2026-01-16,,209082,,https://open.spotify.com/track/78qgfGQXLCxLcJRShFeAyk,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
1wbBii1kJbBnMr35bOo5gv,Sau Này Em Cưới Ai Rồi - Zeko Remix,"Kiều Chi, Zeko Remix",1fExFi94t80H29z3f6L41x|5j4plnITTruHxkrIQtoBei,Sau Này Em Cưới Ai Rồi (Zeko Remix),2026-05-19,,327495,,https://open.spotify.com/track/1wbBii1kJbBnMr35bOo5gv,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
2q7RPHh7v0Zd5V5UEDELbG,Lỡ Một Lời Thương - Thazh x Đông Remix,Vy Oanh,4qnRWrsA4QoiuNSxwoJYwq,Lỡ Một Lời Thương (Remix Version),2026-01-30,,202501,,https://open.spotify.com/track/2q7RPHh7v0Zd5V5UEDELbG,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
3ves2Mv5CcO7Zstg5ej4Be,Lo Người Ướt Áo - SS Remix,"SS Remix, Nguyễn Thạc Bảo Ngọc",2cNMSIqpyWJJabcfPPhQuH|2X46RGDHpDXFMPSBKT2bIE,Lo Người Ướt Áo (SS Remix),2025-10-10,,225611,,https://open.spotify.com/track/3ves2Mv5CcO7Zstg5ej4Be,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
3BYHTCmFiFESQr7ln8vKmx,Mở Lòng Vì Ai - Em Thua Cô Ta - Remix,"Ngoc Han, Truzg, 1988s Entertainment",6Qf4Z5y7IOkrW7u6dJhrrp|5Jy2etMAUSHY2wluQAypeg|38JY1jxWmq7iENWYHpr92I,Mở Lòng Vì Ai - Em Thua Cô Ta (Remix),2026-03-11,,217767,,https://open.spotify.com/track/3BYHTCmFiFESQr7ln8vKmx,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
77F9K38NMUH1WbKNyTsiD6,Bên Ấy Em Có Ai Rồi - Thazh x Đông Remix,"TVk, Thazh, Đông",3my3hZk9u3cSTB1jfRm1Oz|5wS0UASd1414G9lpEetQHB|6oAI2yPQe2rJI5WBxMJBPI,Bên Ấy Em Có Ai Rồi (Thazh x Đông Remix),2026-03-26,,272700,,https://open.spotify.com/track/77F9K38NMUH1WbKNyTsiD6,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
0bQFo4jJKLdwiyIdJKhhtg,Vở Kịch Của Em - Ducth Remix,"Ducth Music, Thiện ND",0RNJke5chpO15cS5ugADcm|1QHzDBqUiX9NCKoPrTufCg,Vở Kịch Của Em (Ducth Remix),2025-12-16,,211558,,https://open.spotify.com/track/0bQFo4jJKLdwiyIdJKhhtg,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
4fgxryw2StsQ6BCZj5cOZk,Trả Cho Anh - Remix,"H2O Remix, Nguyễn Thạc Bảo Ngọc, QKhanh",5sK9cYMRqNOdY9Og2DKAgs|2X46RGDHpDXFMPSBKT2bIE|2DG1l4qtiDiSg8fJaLOh5d,Trả Cho Anh (Remix),2025-07-20,,316504,,https://open.spotify.com/track/4fgxryw2StsQ6BCZj5cOZk,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
38Q2c0zrweTX5vK2ABvj5O,Địa Ngục Trần Gian - Thazh x Đông Remix,"Air Media, Thazh, Đông",24Jmugyr6Q7pHx8lDGzFJA|5wS0UASd1414G9lpEetQHB|6oAI2yPQe2rJI5WBxMJBPI,Địa Ngục Trần Gian (Thazh x Đông Remix),2025-07-08,,246859,,https://open.spotify.com/track/38Q2c0zrweTX5vK2ABvj5O,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
0XxXIiZP0rJBS8S841UVdu,dance with me,lucidbeatz,4jEwTCIHu0hdDbamxScpou,dance with me,2024-08-16,,126408,,https://open.spotify.com/track/0XxXIiZP0rJBS8S841UVdu,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
6fNSve9TT5eZZCOgZ5MUVU,Vạn Vật Thay Đổi Vật Chất Lên Ngôi - Air Remix,"Nguyễn Đình Vũ, Air Remix",1gjeO7nm4QagscrFBbHiSZ|4vBBXSuhYZvqrYhhO1588j,Vạn Vật Thay Đổi Vật Chất Lên Ngôi (Air Remix),2024-12-03,,277334,,https://open.spotify.com/track/6fNSve9TT5eZZCOgZ5MUVU,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
4F08Uq51GSyE2J8XzsDLZG,"Có công mài ""Sắc"" - Remix",Ngô Lan Hương,3y0Tmt0epaxAHy6L89dGGC,"Có công mài ""Sắc"" (Remix)",2026-02-13,,235347,,https://open.spotify.com/track/4F08Uq51GSyE2J8XzsDLZG,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
53WyhXnrpbbqQ8Qwf8qLu3,Tấm Lòng Cửu Long (AM Remix),"Ricky Star, AM",4jQZaxfgwiUJFQagCyZNV4|6hVIKiaOoa3slo4rBWzSOZ,Tấm Lòng Cửu Long (AM Remix),2026-01-16,,283812,,https://open.spotify.com/track/53WyhXnrpbbqQ8Qwf8qLu3,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
0NA5YApQT3vyULbLCdcv7q,Mở Lòng Vì Ai - NVT Remix,"Fox DiHoa, NVT",1NtuXgNs4Ace0qViXAmFlA|0aR08Q4UI6VNZhRP1WBkNR,Mở Lòng Vì Ai (NVT Remix),2026-02-12,,207252,,https://open.spotify.com/track/0NA5YApQT3vyULbLCdcv7q,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
4ubGMGYz7UZaqkEoIC7DCh,Hẹn Hò Nhưng Không Yêu - Remix,"Wendy Thao, VM",5zqSvInhVbM7ogkSfxny2C|1GGFvmx7Z7NHxgtb9tHiNI,Hẹn Hò Nhưng Không Yêu (Remix),2025-06-20,,224340,,https://open.spotify.com/track/4ubGMGYz7UZaqkEoIC7DCh,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
7AkafVTDPBA3pFH8RJNpbw,Đơn Phương Mình Anh - Thazh x Đông Remix,"Linh Tuổi Thìn, Thazh, Đông",4e3aWYgYAoouv066lRf5Fm|5wS0UASd1414G9lpEetQHB|6oAI2yPQe2rJI5WBxMJBPI,Đơn Phương Mình Anh (Thazh x Đông Remix),2025-03-26,,220979,,https://open.spotify.com/track/7AkafVTDPBA3pFH8RJNpbw,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
3hZt7LNhvbBIguro38LpUu,Chuyến Xe Cuộc Đời - Remix,"Thanh Hưng, ACV, Domino",14W31zJumZnGDgZuPXclTJ|6HaRFcGE0OIbGpWbfyPVD0|0wweVzqB8coX65KtdNAavq,Chuyến Xe Cuộc Đời (Remix),2024-10-05,,235431,,https://open.spotify.com/track/3hZt7LNhvbBIguro38LpUu,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
2trlDaxC44q00XbmQSaRII,Chẳng Cần Ngày Mai - AnhVu Remix,"Trungg I.U, Star Online, AnhVu",6Ue0BbbTOdBjcO4QZB5sio|1lMI4zXuNgD2J4GWFkSv5Z|5gGVniqlle0PavKpdawRzs,Chẳng Cần Ngày Mai (AnhVu Remix),2025-04-04,,223111,,https://open.spotify.com/track/2trlDaxC44q00XbmQSaRII,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
1XAtVkHzXJp4Og2ABdy8hA,Để Anh Lương Thiện - Huy PT Remix,"Linh Hương Luz, MeMe Media, Huy PT",2FCxeoDrmuTZmyn8iXlQVB|1dm0F6bc96vbMWFy5pz8UR|6WxtK77H12fJoqJNk6Q1dD,Để Anh Lương Thiện (Huy PT Remix),2024-09-05,,198750,,https://open.spotify.com/track/1XAtVkHzXJp4Og2ABdy8hA,energetic,genre:electronic dance,"energetic,genre:electronic dance",search,genre:electronic dance,genre:electronic dance,search
